doc_id,seg_id,translation,context
103,49,"{'en': 'And I said, ""Well, how do you hear it?""', 'nl': 'Ik zei: ""Hoe hoor jij het?""'}","{'en': array(['And so on. There is a little bit of a difference there that is worth just --  -- thinking about. And I remember when I was 12 years old, and I started playing tympani and percussion, and my teacher said, ""Well, how are we going to do this? You know, music is about listening.""',
       'And I said, ""Yes, I agree with that. So what\'s the problem?""',
       'And he said, ""Well, how are you going to hear this? How are you going to hear that?""'],
      dtype=object), 'nl': array(['en zo verder. Er zit een klein verschil op, dat de moeite is --  -- om over na te denken Ik herinner mij dat ik op mijn twaalfde op pauken en percussie begon te spelen. Mijn leraar zei: ""Wel, hoe gaan we dat doen? Muziek gaat om luisteren.""',
       '""Ja, akkoord. En wat is het probleem?""',
       'Hij zei: ""Hoe ga je dit horen? Hoe ga je dat horen?""'],
      dtype=object), 'ru': array(['И так далее. Здесь есть небольшая разница, о которой стоит просто подумать. И я помню, когда мне было 12 лет, и я начал играть на барабане и перкуссии, мой учитель спросил: ""Ну и как мы будем это делать?"" Ты же знаешь, музыка - это то, что нужно слушать.""',
       'И я сказал: ""Да, я согласен с этим. Так в чем проблема?""',
       'И он сказал: ""Ну, и как ты собираешься это услышать? Как ты собираешься это услышать?""'],
      dtype=object)}"
2264,225,"{'en': ""You have to stand tall, breathe in through your nose, and I'm going to photograph you. Okay?"", 'nl': 'Jullie moeten rechtop staan, door de neus ademen en dan neem ik een foto. Oké?'}","{'en': array([""We truly do all understand it, and we have this global digital fireplace, don't we,"",
       'but I want to share you with the world, because you are also a tribe.',
       'You are the TED tribe, yeah? But you have to remember that compliment.'],
      dtype=object), 'nl': array([""We begrijpen het echt en we hebben zo'n wereldwijd digitaal kampvuur, niet waar?"",
       'Maar ik wil jullie met de wereld delen, want jullie zijn ook een stam.',
       'Jullie zijn toch de TED-stam? Maar je moet aan dat compliment denken.'],
      dtype=object), 'ru': array(['Мы действительно все это понимаем, и у нас есть этот глобальный цифровой камин, не так ли,',
       'но я хочу поделиться вами со всем миром, потому что вы тоже принадлежите к племени.',
       'Вы из племени TED, да? Но вы должны помнить этот комплимент.'],
      dtype=object)}"
1797,57,"{'en': 'Thank you.', 'nl': 'Dank jullie wel.'}","{'en': array(['Sometimes Brian and I walk through the park with Scarlett, and she rolls through the grass,',
       'and we just look at her and then we look at each other and we feel gratitude.',
       'We forget about all of our new middle-class frustrations and disappointments, and we feel like millionaires.'],
      dtype=object), 'nl': array(['Soms lopen Brian en ik met Scarlett door het park en rolt ze door het gras.',
       'We kijken naar haar en dan kijken we naar elkaar en we voelen dankbaarheid.',
       'We vergeten onze middenklasse-frustraties en teleurstellingen en we voelen ons miljonairs.'],
      dtype=object), 'ru': array(['Иногда Брайан и я ходим по парку вместе со Скарлетт, и она катается по траве,',
       'и мы просто смотрим на нее, а потом смотрим друг на друга и чувствуем благодарность.',
       'Мы забываем обо всех наших новых разочарованиях среднего класса и чувствуем себя миллионерами.'],
      dtype=object)}"
209,346,"{'en': 'And I said, ""It came from your music, man. Because Mr. Ross used to bring in your albums when I was 16 years old in the pottery class,', 'nl': 'Ik zei: ""Het kwam van je muziek, man, want mijnheer Ross bracht jouw albums mee naar de keramiekles, toen ik 16 was.'}","{'en': array([""And so he's assembled a group of people."",
       ""And I've fallen in love with him, as I have with Herbie and with his music."",
       'And Quincy said, ""Where did the idea for centers like this come from?""'],
      dtype=object), 'nl': array(['Hij verzamelde een groep mensen.',
       'Ik ben helemaal weg van hem, net als van Herbie en zijn muziek.',
       'Quincy zei: ""Waar kwam de idee voor centra als dit vandaan?""'],
      dtype=object), 'ru': array(['И вот он собрал группу людей.',
       'И я влюбился в него, как и в Херби, и в его музыку.',
       'И Куинси спросил: ""Откуда взялась идея создания подобных центров?""'],
      dtype=object)}"
2394,18,"{'en': ""I don't know about you. But anyway --"", 'nl': 'Geen idee of dat ook voor jou geldt.'}","{'en': array([""LT:  JF: No, it's true."",
       'I exist because I have my women friends. They --',
       ""You're one of them.""], dtype=object), 'nl': array(['LT:  JF: Nee, dat is waar.', 'Ik besta omdat ik vriendinnen heb.',
       'Jij bent er één van.'], dtype=object), 'ru': array(['ЛТ: ДФ: Нет, это правда.',
       'Я существую, потому что у меня есть подруги. Они --',
       'ты одна из них.'], dtype=object)}"
673,110,"{'en': 'You\'ve misunderstood totally,"" he said.', 'nl': '""Jullie hebben het helemaal verkeerd begrepen.""'}","{'en': array(['And the rich man -- oh, dear -- crestfallen. ""You mean God didn\'t want my bread?""',
       'And the poor man said, ""And you mean God didn\'t answer my pleas?""',
       'And the rabbi said, ""You\'ve misunderstood me.'], dtype=object), 'nl': array(['En de rijke man -- oh, lieve hemel -- teneergeslagen: ""U bedoelt dat God mijn broden niet wilde hebben?""',
       'En de arme man zei: ""En u bedoelt dat God mijn gebeden niet verhoorde?""',
       'En de rabbijn zei: ""Jullie hebben me verkeerd begrepen.""'],
      dtype=object), 'ru': array(['И богач - о боже! - пал духом. ""Ты хочешь сказать, что Богу не нужен был мой хлеб?""',
       'И бедняк сказал: ""И ты хочешь сказать, что Бог не ответил на мои мольбы?""',
       'И раввин сказал: ""Вы меня неправильно поняли.'], dtype=object)}"
708,134,"{'en': 'Was yours unhappy?""', 'nl': 'Was die van u ook ongelukkig?""'}","{'en': array([""It wasn't this arm-wrestle, but it was a little surprising for the person involved."",
       ""I interviewed Steve Martin. It wasn't all that long ago."",
       'And we were sitting there, and almost toward the beginning of the interview, I turned to him and I said, ""Steve,"" or ""Mr. Martin, it is said that all comedians have unhappy childhoods.'],
      dtype=object), 'nl': array(['Het was geen armpje drukken, maar het was best verrassend voor de betreffende persoon.',
       'Ik interviewde Steve Martin. Dat was niet zo heel lang geleden.',
       'En we zaten daar, en bijna aan het begin van het interview, draaide ik me naar hem toe en zei: ""Steve,"" of ""Meneer Martin, er wordt gezegd dat alle komieken een ongelukkige jeugd hebben.'],
      dtype=object), 'ru': array(['Это был не настоящий армрестлинг, но для человека, участвовавшего в нем, это было немного неожиданно.',
       'Я брал интервью у Стива Мартина. Это было не так давно.',
       'Мы сидели там, и почти в самом начале интервью я повернулся к нему и сказал: ""Стив"", или ""Мистер Мартин, говорят, что у всех комиков несчастливое детство.'],
      dtype=object)}"
1478,98,"{'en': ""But you're not looking at the U.S. Constitution."", 'nl': 'Maar jullie kijken niet naar de Amerikaanse grondwet.'}","{'en': array([""Not based upon the quality of your work, how long you've been there, if you stink, just if you're gay, lesbian, bisexual or transgendered."",
       'All of which flies in the face of the gay agenda, also known as the U.S. Constitution.',
       'Specifically, this little amendment right here: ""No state shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States."" I\'m looking at you, North Carolina.'],
      dtype=object), 'nl': array(['Niet omwille van de kwaliteit van je werk, of hoe lang je daar al werkt, of je stinkt, alleen maar omdat je homo, lesbisch, biseksueel of transseksueel bent.',
       'Allemaal in tegenspraak met de homoseksuele agenda, ook bekend als de Amerikaanse grondwet.',
       'Specifiek, dit kleine amendement hier: ‘Geen enkele staat mag enige wet maken of opleggen die de voorrechten of immuniteiten van de burgers van de Verenigde Staten zal inperken.’ Ik kijk naar je, North Carolina.'],
      dtype=object), 'ru': array(['Не зависит от качества вашей работы, от того, как долго вы там работаете, воняете ли вы, просто от того, являетесь ли вы геем, лесбиянкой, бисексуалом или трансгендером.',
       'Все это противоречит гей-программе, также известной как Конституция США.',
       'В частности, вот эта небольшая поправка: ""Ни один штат не должен издавать или обеспечивать соблюдение законов, которые ограничивают привилегии или иммунитеты граждан Соединенных Штатов"". Я смотрю на тебя, Северная Каролина.'],
      dtype=object)}"
987,14,"{'en': 'Yeah well, you guys are making my life miserable because track pads used to be round, a nice round shape.', 'nl': 'Nou, jullie maken mijn leven ellendig, want de trackpads waren vroeger rond, ze hadden een mooie ronde vorm.'}","{'en': array(['And you know the reason why, of course.',
       'This is because of technology -- yeah.',
       'Any computer designers in the room?'], dtype=object), 'nl': array(['En jullie willen weten waarom, natuurlijk.',
       'Vanwege de technologie.',
       'Zijn er computerontwerpers aanwezig in de zaal?'], dtype=object), 'ru': array(['И вы, конечно, знаете причину этого.',
       'Это из-за технологий - да.', 'Есть здесь компьютерные дизайнеры?'],
      dtype=object)}"
1821,63,"{'en': ""You don't have a lot in your pockets. Anything down here?"", 'nl': 'U heeft niet veel op zak. Iets in die zak?'}","{'en': array(['Hi, sir, could you stand up, please? Just right where you are.',
       ""You're married, you follow directions well."",
       'Nice to meet you, sir.'], dtype=object), 'nl': array(['Meneer, kunt u alstublieft voor me opstaan? Gewoon, waar u bent.',
       'U bent gehuwd. U volgt de aanwijzingen goed op.',
       'Aangename kennismaking.'], dtype=object), 'ru': array(['Здравствуйте, сэр, не могли бы вы встать, пожалуйста? Оставайтесь на месте.',
       'Вы женаты, вы хорошо следуете инструкциям.',
       'Приятно познакомиться, сэр.'], dtype=object)}"
