doc_id,seg_id,translation,context
1190,182,"{'en': ""And it turns out that you're right and I'm wrong.""}","{'en': array(['And after the trial had been running for a little while, he gathered together all his colleagues around his table, and he said, ""Well, gentlemen, we have some preliminary results.',
       ""They're not statistically significant."", 'But we have something.'],
      dtype=object), 'ru': array(['И после того, как судебный процесс продолжался некоторое время, он собрал всех своих коллег за своим столом и сказал: ""Итак, джентльмены, у нас есть некоторые предварительные результаты.',
       'Они не являются статистически значимыми.',
       'Но у нас есть что-то.'], dtype=object)}"
1391,56,"{'en': 'We\'d appreciate it if you wouldn\'t mention vulnerability or shame.""'}","{'en': array([""One of the weird things that's happened is, after the TED explosion, I got a lot of offers to speak all over the country -- everyone from schools and parent meetings to Fortune 500 companies."",
       'And so many of the calls went like this, ""Dr. Brown, we loved your TED talk.',
       ""We'd like you to come in and speak.""], dtype=object), 'ru': array(['Одна из странных вещей, которая произошла, заключается в том, что после громкого выступления на TED я получил множество предложений выступить по всей стране - от всех, от школ и родительских собраний до компаний из списка Fortune 500.',
       'И очень многие звонки были примерно такими: ""Доктор Браун, нам очень понравилось ваше выступление на TED.',
       'Мы бы хотели, чтобы вы пришли и выступили.'], dtype=object)}"
1478,98,"{'en': ""But you're not looking at the U.S. Constitution.""}","{'en': array([""Not based upon the quality of your work, how long you've been there, if you stink, just if you're gay, lesbian, bisexual or transgendered."",
       'All of which flies in the face of the gay agenda, also known as the U.S. Constitution.',
       'Specifically, this little amendment right here: ""No state shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States."" I\'m looking at you, North Carolina.'],
      dtype=object), 'ru': array(['Не зависит от качества вашей работы, от того, как долго вы там работаете, воняете ли вы, просто от того, являетесь ли вы геем, лесбиянкой, бисексуалом или трансгендером.',
       'Все это противоречит гей-программе, также известной как Конституция США.',
       'В частности, вот эта небольшая поправка: ""Ни один штат не должен издавать или обеспечивать соблюдение законов, которые ограничивают привилегии или иммунитеты граждан Соединенных Штатов"". Я смотрю на тебя, Северная Каролина.'],
      dtype=object)}"
1695,205,{'en': 'What is it about you?'},"{'en': array(['CA: How cool is that?  Elon, how have you done this?',
       ""These projects are so -- Paypal, SolarCity, Tesla, SpaceX, they're so spectacularly different, they're such ambitious projects at scale."",
       'How on Earth has one person been able to innovate in this way?'],
      dtype=object), 'ru': array(['КА: Насколько это здорово? Элон, как вы это сделали?',
       'Эти проекты такие — Paypal, SolarCity, Tesla, SpaceX, они настолько впечатляюще разные, они такие амбициозные проекты по масштабу.',
       'Как это возможно чтобы один человек смог внедрить инновации таким образом?'],
      dtype=object)}"
1706,93,"{'en': 'And I asked them, I said, ""How many of you now show up to work later than you used to?""'}","{'en': array(['And the week before I showed up, the CEO of this big software company went to that group, 200 engineers, and canceled the project.',
       ""And I stood there in front of 200 of the most depressed people I've ever talked to."",
       'And I described to them some of these Lego experiments, and they said they felt like they had just been through that experiment.'],
      dtype=object), 'ru': array(['И за неделю до того, как я появился, генеральный директор этой крупной программной компании пошел в эту группу, 200 инженеров, и отменил проект.',
       'И я стоял там перед 200 наиболее депрессивными людьми, с которыми я когда-либо разговаривал.',
       'И я описал им некоторые из этих LEGO экспериментов, и они сказали, что они чувствовали, что они только что прошли этот эксперимент.'],
      dtype=object)}"
1797,57,{'en': 'Thank you.'},"{'en': array(['Sometimes Brian and I walk through the park with Scarlett, and she rolls through the grass,',
       'and we just look at her and then we look at each other and we feel gratitude.',
       'We forget about all of our new middle-class frustrations and disappointments, and we feel like millionaires.'],
      dtype=object), 'ru': array(['Иногда Брайан и я ходим по парку вместе со Скарлетт, и она катается по траве,',
       'и мы просто смотрим на нее, а потом смотрим друг на друга и чувствуем благодарность.',
       'Мы забываем обо всех наших новых разочарованиях среднего класса и чувствуем себя миллионерами.'],
      dtype=object)}"
1821,63,"{'en': ""You don't have a lot in your pockets. Anything down here?""}","{'en': array(['Hi, sir, could you stand up, please? Just right where you are.',
       ""You're married, you follow directions well."",
       'Nice to meet you, sir.'], dtype=object), 'ru': array(['Здравствуйте, сэр, не могли бы вы встать, пожалуйста? Оставайтесь на месте.',
       'Вы женаты, вы хорошо следуете инструкциям.',
       'Приятно познакомиться, сэр.'], dtype=object)}"
2027,173,"{'en': 'because if we take a look at the first letters of your combinations, we get ""C-H-A-O-S"" for chaos and ""O-R-D-E-R"" for order.'}","{'en': array([""there's one more thing,"",
       ""there's one final piece of the puzzle."",
       'Gwen, I am so grateful for your choices'], dtype=object), 'ru': array(['Есть еще одна вещь,',
       'есть еще один, последний кусочек головоломки.',
       'Гвен, я так благодарна за ваш выбор'], dtype=object)}"
2264,225,"{'en': ""You have to stand tall, breathe in through your nose, and I'm going to photograph you. Okay?""}","{'en': array([""We truly do all understand it, and we have this global digital fireplace, don't we,"",
       'but I want to share you with the world, because you are also a tribe.',
       'You are the TED tribe, yeah? But you have to remember that compliment.'],
      dtype=object), 'ru': array(['Мы действительно все это понимаем, и у нас есть этот глобальный цифровой камин, не так ли,',
       'но я хочу поделиться вами со всем миром, потому что вы тоже принадлежите к племени.',
       'Вы из племени TED, да? Но вы должны помнить этот комплимент.'],
      dtype=object)}"
2394,18,"{'en': ""I don't know about you. But anyway --""}","{'en': array([""LT:  JF: No, it's true."",
       'I exist because I have my women friends. They --',
       ""You're one of them.""], dtype=object), 'ru': array(['ЛТ: ДФ: Нет, это правда.',
       'Я существую, потому что у меня есть подруги. Они --',
       'ты одна из них.'], dtype=object)}"
