doc_id,seg_id,translation,context,concatenated_context
1190,182,"{'en': ""And it turns out that you're right and I'm wrong.""}","{'de': array(['Und nachdem die Studie für eine Weile gelaufen war, versammelte er alle seine Kollegen um seinen Tisch, und er sagte: ""Nun, Herren, wir haben einige vorläufige Ergebnisse.',
       'Sie sind nicht statistisch signifikant.', 'Aber wir haben etwas.'],
      dtype=object), 'en': array(['And after the trial had been running for a little while, he gathered together all his colleagues around his table, and he said, ""Well, gentlemen, we have some preliminary results.',
       ""They're not statistically significant."", 'But we have something.'],
      dtype=object), 'nl': array([""Nadat de studie een tijdje bezig was, verzamelde hij al zijn collega's rond zijn tafel, en hij zei: “Nou, heren, we hebben een aantal voorlopige resultaten."",
       'Ze zijn niet statistisch significant.', 'Maar we hebben iets.'],
      dtype=object), 'ru': array(['И после того, как судебный процесс продолжался некоторое время, он собрал всех своих коллег за своим столом и сказал: ""Итак, джентльмены, у нас есть некоторые предварительные результаты.',
       'Они не являются статистически значимыми.',
       'Но у нас есть что-то.'], dtype=object)}","{'de': 'Und nachdem die Studie für eine Weile gelaufen war, versammelte er alle seine Kollegen um seinen Tisch, und er sagte: ""Nun, Herren, wir haben einige vorläufige Ergebnisse. Sie sind nicht statistisch signifikant. Aber wir haben etwas.', 'en': 'And after the trial had been running for a little while, he gathered together all his colleagues around his table, and he said, ""Well, gentlemen, we have some preliminary results. They\'re not statistically significant. But we have something.', 'nl': ""Nadat de studie een tijdje bezig was, verzamelde hij al zijn collega's rond zijn tafel, en hij zei: “Nou, heren, we hebben een aantal voorlopige resultaten. Ze zijn niet statistisch significant. Maar we hebben iets."", 'ru': 'И после того, как судебный процесс продолжался некоторое время, он собрал всех своих коллег за своим столом и сказал: ""Итак, джентльмены, у нас есть некоторые предварительные результаты. Они не являются статистически значимыми. Но у нас есть что-то.'}"
1391,56,"{'en': 'We\'d appreciate it if you wouldn\'t mention vulnerability or shame.""'}","{'de': array(['Eine der seltsamen Dinge, die geschehen sind, ist, dass ich nach der TED-Explosion viele Angebote erhielt, um im ganzen Land zu sprechen - von Schulen und Elterntreffen bis zu Fortune 500-Unternehmen.',
       'Und so viele der Anrufe gingen so: ""Dr. Brown, wir haben Ihren TED-Vortrag geliebt.',
       'Wir möchten, dass Sie kommen und sprechen.'], dtype=object), 'en': array([""One of the weird things that's happened is, after the TED explosion, I got a lot of offers to speak all over the country -- everyone from schools and parent meetings to Fortune 500 companies."",
       'And so many of the calls went like this, ""Dr. Brown, we loved your TED talk.',
       ""We'd like you to come in and speak.""], dtype=object), 'nl': array(['Eén van de rare dingen die gebeurden na de TED-explosie, is dat ik overal gevraagd werd om te spreken -- van scholen en ouderavonden tot Fortune 500-bedrijven.',
       'Vele gesprekken verliepen als volgt: ""Hallo, Dr. Brown. We zijn dol op uw TEDTalk.',
       'We willen u graag als spreker.'], dtype=object), 'ru': array(['Одна из странных вещей, которая произошла, заключается в том, что после громкого выступления на TED я получил множество предложений выступить по всей стране - от всех, от школ и родительских собраний до компаний из списка Fortune 500.',
       'И очень многие звонки были примерно такими: ""Доктор Браун, нам очень понравилось ваше выступление на TED.',
       'Мы бы хотели, чтобы вы пришли и выступили.'], dtype=object)}","{'de': 'Eine der seltsamen Dinge, die geschehen sind, ist, dass ich nach der TED-Explosion viele Angebote erhielt, um im ganzen Land zu sprechen - von Schulen und Elterntreffen bis zu Fortune 500-Unternehmen. Und so viele der Anrufe gingen so: ""Dr. Brown, wir haben Ihren TED-Vortrag geliebt. Wir möchten, dass Sie kommen und sprechen.', 'en': 'One of the weird things that\'s happened is, after the TED explosion, I got a lot of offers to speak all over the country -- everyone from schools and parent meetings to Fortune 500 companies. And so many of the calls went like this, ""Dr. Brown, we loved your TED talk. We\'d like you to come in and speak.', 'nl': 'Eén van de rare dingen die gebeurden na de TED-explosie, is dat ik overal gevraagd werd om te spreken -- van scholen en ouderavonden tot Fortune 500-bedrijven. Vele gesprekken verliepen als volgt: ""Hallo, Dr. Brown. We zijn dol op uw TEDTalk. We willen u graag als spreker.', 'ru': 'Одна из странных вещей, которая произошла, заключается в том, что после громкого выступления на TED я получил множество предложений выступить по всей стране - от всех, от школ и родительских собраний до компаний из списка Fortune 500. И очень многие звонки были примерно такими: ""Доктор Браун, нам очень понравилось ваше выступление на TED. Мы бы хотели, чтобы вы пришли и выступили.'}"
1478,98,"{'en': ""But you're not looking at the U.S. Constitution.""}","{'de': array(['Nicht basierend auf der Qualität Ihrer Arbeit, wie lange Sie dort gewesen sind, wenn Sie schmücken, nur wenn Sie Homosexuell, Lesben, Bisexuell oder Transgender sind.',
       'All das fliesst gegen die homosexuelle Agenda, auch bekannt als die US-Verfassung.',
       'Speziell dieser kleine Änderungsantrag hier: ""Kein Staat darf Gesetze erlassen oder durchsetzen, die die Privilegien oder Immunitäten der Bürger der Vereinigten Staaten verringern."" Ich schaue dich an, North Carolina.'],
      dtype=object), 'en': array([""Not based upon the quality of your work, how long you've been there, if you stink, just if you're gay, lesbian, bisexual or transgendered."",
       'All of which flies in the face of the gay agenda, also known as the U.S. Constitution.',
       'Specifically, this little amendment right here: ""No state shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States."" I\'m looking at you, North Carolina.'],
      dtype=object), 'nl': array(['Niet omwille van de kwaliteit van je werk, of hoe lang je daar al werkt, of je stinkt, alleen maar omdat je homo, lesbisch, biseksueel of transseksueel bent.',
       'Allemaal in tegenspraak met de homoseksuele agenda, ook bekend als de Amerikaanse grondwet.',
       'Specifiek, dit kleine amendement hier: ‘Geen enkele staat mag enige wet maken of opleggen die de voorrechten of immuniteiten van de burgers van de Verenigde Staten zal inperken.’ Ik kijk naar je, North Carolina.'],
      dtype=object), 'ru': array(['Не зависит от качества вашей работы, от того, как долго вы там работаете, воняете ли вы, просто от того, являетесь ли вы геем, лесбиянкой, бисексуалом или трансгендером.',
       'Все это противоречит гей-программе, также известной как Конституция США.',
       'В частности, вот эта небольшая поправка: ""Ни один штат не должен издавать или обеспечивать соблюдение законов, которые ограничивают привилегии или иммунитеты граждан Соединенных Штатов"". Я смотрю на тебя, Северная Каролина.'],
      dtype=object)}","{'de': 'Nicht basierend auf der Qualität Ihrer Arbeit, wie lange Sie dort gewesen sind, wenn Sie schmücken, nur wenn Sie Homosexuell, Lesben, Bisexuell oder Transgender sind. All das fliesst gegen die homosexuelle Agenda, auch bekannt als die US-Verfassung. Speziell dieser kleine Änderungsantrag hier: ""Kein Staat darf Gesetze erlassen oder durchsetzen, die die Privilegien oder Immunitäten der Bürger der Vereinigten Staaten verringern."" Ich schaue dich an, North Carolina.', 'en': 'Not based upon the quality of your work, how long you\'ve been there, if you stink, just if you\'re gay, lesbian, bisexual or transgendered. All of which flies in the face of the gay agenda, also known as the U.S. Constitution. Specifically, this little amendment right here: ""No state shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States."" I\'m looking at you, North Carolina.', 'nl': 'Niet omwille van de kwaliteit van je werk, of hoe lang je daar al werkt, of je stinkt, alleen maar omdat je homo, lesbisch, biseksueel of transseksueel bent. Allemaal in tegenspraak met de homoseksuele agenda, ook bekend als de Amerikaanse grondwet. Specifiek, dit kleine amendement hier: ‘Geen enkele staat mag enige wet maken of opleggen die de voorrechten of immuniteiten van de burgers van de Verenigde Staten zal inperken.’ Ik kijk naar je, North Carolina.', 'ru': 'Не зависит от качества вашей работы, от того, как долго вы там работаете, воняете ли вы, просто от того, являетесь ли вы геем, лесбиянкой, бисексуалом или трансгендером. Все это противоречит гей-программе, также известной как Конституция США. В частности, вот эта небольшая поправка: ""Ни один штат не должен издавать или обеспечивать соблюдение законов, которые ограничивают привилегии или иммунитеты граждан Соединенных Штатов"". Я смотрю на тебя, Северная Каролина.'}"
1695,205,{'en': 'What is it about you?'},"{'de': array(['CA: Wie cool ist das? Elon, wie hast du das gemacht?',
       'Diese Projekte sind so - Paypal, SolarCity, Tesla, SpaceX, sie sind so spektakulär verschieden, sie sind so ehrgeizige Projekte auf Skala.',
       'Wie ist es überhaupt möglich, dass eine Person auf diese Weise innovativ ist?'],
      dtype=object), 'en': array(['CA: How cool is that? Elon, how have you done this?',
       ""These projects are so -- Paypal, SolarCity, Tesla, SpaceX, they're so spectacularly different, they're such ambitious projects at scale."",
       'How on Earth has one person been able to innovate in this way?'],
      dtype=object), 'nl': array(['CA: Hoe gaaf is data Elon, hoe heb je dit gedaan?',
       'Deze projecten zijn zo -- PayPal, SolarCity, Tesla, SpaceX, ze zijn zo spectaculair anders, het zijn zeer grote, ambitieuze projecten.',
       'Hoe is het in hemelsnaam mogelijk, dat één persoon zó kan innoveren?'],
      dtype=object), 'ru': array(['КА: Насколько это здорово? Элон, как вы это сделали?',
       'Эти проекты такие — Paypal, SolarCity, Tesla, SpaceX, они настолько впечатляюще разные, они такие амбициозные проекты по масштабу.',
       'Как это возможно чтобы один человек смог внедрить инновации таким образом?'],
      dtype=object)}","{'de': 'CA: Wie cool ist das? Elon, wie hast du das gemacht? Diese Projekte sind so - Paypal, SolarCity, Tesla, SpaceX, sie sind so spektakulär verschieden, sie sind so ehrgeizige Projekte auf Skala. Wie ist es überhaupt möglich, dass eine Person auf diese Weise innovativ ist?', 'en': ""CA: How cool is that? Elon, how have you done this? These projects are so -- Paypal, SolarCity, Tesla, SpaceX, they're so spectacularly different, they're such ambitious projects at scale. How on Earth has one person been able to innovate in this way?"", 'nl': 'CA: Hoe gaaf is data Elon, hoe heb je dit gedaan? Deze projecten zijn zo -- PayPal, SolarCity, Tesla, SpaceX, ze zijn zo spectaculair anders, het zijn zeer grote, ambitieuze projecten. Hoe is het in hemelsnaam mogelijk, dat één persoon zó kan innoveren?', 'ru': 'КА: Насколько это здорово? Элон, как вы это сделали? Эти проекты такие — Paypal, SolarCity, Tesla, SpaceX, они настолько впечатляюще разные, они такие амбициозные проекты по масштабу. Как это возможно чтобы один человек смог внедрить инновации таким образом?'}"
1706,93,"{'en': 'And I asked them, I said, ""How many of you now show up to work later than you used to?""'}","{'de': array(['Und die Woche vor meiner Ankunft ging der CEO dieses großen Software-Unternehmens zu dieser Gruppe, 200 Ingenieure, und kündigte das Projekt an.',
       'Und ich stand da vor 200 der deprimierendsten Menschen, mit denen ich je gesprochen habe.',
       'Und ich beschrieb ihnen einige dieser Lego-Experimente, und sie sagten, dass sie das Gefühl hatten, dass sie gerade durch das Experiment waren.'],
      dtype=object), 'en': array(['And the week before I showed up, the CEO of this big software company went to that group, 200 engineers, and canceled the project.',
       ""And I stood there in front of 200 of the most depressed people I've ever talked to."",
       'And I described to them some of these Lego experiments, and they said they felt like they had just been through that experiment.'],
      dtype=object), 'nl': array(['De week voor ik opdook, vertelde de CEO van het softwarebedrijf aan de groep van 200 ingenieurs dat het project geannuleerd was.',
       'Ik moest 200 van de meest depressieve mensen die ik ooit ontmoette, toespreken.',
       ""Ik beschreef hen enkele van mijn Lego-experimenten en ze bevestigden dat ze zich voelden alsof ze net aan zo'n experiment deelnamen.""],
      dtype=object), 'ru': array(['И за неделю до того, как я появился, генеральный директор этой крупной программной компании пошел в эту группу, 200 инженеров, и отменил проект.',
       'И я стоял там перед 200 наиболее депрессивными людьми, с которыми я когда-либо разговаривал.',
       'И я описал им некоторые из этих LEGO экспериментов, и они сказали, что они чувствовали, что они только что прошли этот эксперимент.'],
      dtype=object)}","{'de': 'Und die Woche vor meiner Ankunft ging der CEO dieses großen Software-Unternehmens zu dieser Gruppe, 200 Ingenieure, und kündigte das Projekt an. Und ich stand da vor 200 der deprimierendsten Menschen, mit denen ich je gesprochen habe. Und ich beschrieb ihnen einige dieser Lego-Experimente, und sie sagten, dass sie das Gefühl hatten, dass sie gerade durch das Experiment waren.', 'en': ""And the week before I showed up, the CEO of this big software company went to that group, 200 engineers, and canceled the project. And I stood there in front of 200 of the most depressed people I've ever talked to. And I described to them some of these Lego experiments, and they said they felt like they had just been through that experiment."", 'nl': ""De week voor ik opdook, vertelde de CEO van het softwarebedrijf aan de groep van 200 ingenieurs dat het project geannuleerd was. Ik moest 200 van de meest depressieve mensen die ik ooit ontmoette, toespreken. Ik beschreef hen enkele van mijn Lego-experimenten en ze bevestigden dat ze zich voelden alsof ze net aan zo'n experiment deelnamen."", 'ru': 'И за неделю до того, как я появился, генеральный директор этой крупной программной компании пошел в эту группу, 200 инженеров, и отменил проект. И я стоял там перед 200 наиболее депрессивными людьми, с которыми я когда-либо разговаривал. И я описал им некоторые из этих LEGO экспериментов, и они сказали, что они чувствовали, что они только что прошли этот эксперимент.'}"
1797,57,{'en': 'Thank you.'},"{'de': array(['Manchmal gehen Brian und ich mit Scarlett durch den Park, und sie rollt durch das Gras,',
       'und wir schauen nur auf sie und dann schauen wir uns gegenseitig an und fühlen Dankbarkeit.',
       'Wir vergessen alle unsere neuen Mittelschichtfrustrationen und Enttäuschungen, und wir fühlen uns wie Millionäre.'],
      dtype=object), 'en': array(['Sometimes Brian and I walk through the park with Scarlett, and she rolls through the grass,',
       'and we just look at her and then we look at each other and we feel gratitude.',
       'We forget about all of our new middle-class frustrations and disappointments, and we feel like millionaires.'],
      dtype=object), 'nl': array(['Soms lopen Brian en ik met Scarlett door het park en rolt ze door het gras.',
       'We kijken naar haar en dan kijken we naar elkaar en we voelen dankbaarheid.',
       'We vergeten onze middenklasse-frustraties en teleurstellingen en we voelen ons miljonairs.'],
      dtype=object), 'ru': array(['Иногда Брайан и я ходим по парку вместе со Скарлетт, и она катается по траве,',
       'и мы просто смотрим на нее, а потом смотрим друг на друга и чувствуем благодарность.',
       'Мы забываем обо всех наших новых разочарованиях среднего класса и чувствуем себя миллионерами.'],
      dtype=object)}","{'de': 'Manchmal gehen Brian und ich mit Scarlett durch den Park, und sie rollt durch das Gras, und wir schauen nur auf sie und dann schauen wir uns gegenseitig an und fühlen Dankbarkeit. Wir vergessen alle unsere neuen Mittelschichtfrustrationen und Enttäuschungen, und wir fühlen uns wie Millionäre.', 'en': 'Sometimes Brian and I walk through the park with Scarlett, and she rolls through the grass, and we just look at her and then we look at each other and we feel gratitude. We forget about all of our new middle-class frustrations and disappointments, and we feel like millionaires.', 'nl': 'Soms lopen Brian en ik met Scarlett door het park en rolt ze door het gras. We kijken naar haar en dan kijken we naar elkaar en we voelen dankbaarheid. We vergeten onze middenklasse-frustraties en teleurstellingen en we voelen ons miljonairs.', 'ru': 'Иногда Брайан и я ходим по парку вместе со Скарлетт, и она катается по траве, и мы просто смотрим на нее, а потом смотрим друг на друга и чувствуем благодарность. Мы забываем обо всех наших новых разочарованиях среднего класса и чувствуем себя миллионерами.'}"
1821,63,"{'en': ""You don't have a lot in your pockets. Anything down here?""}","{'de': array(['Hallo, Herr, könntest du bitte aufstehen? Genau da, wo du bist.',
       'Sie sind verheiratet, Sie folgen Anweisungen gut.',
       'Schön Sie zu treffen, Herr.'], dtype=object), 'en': array(['Hi, sir, could you stand up, please? Just right where you are.',
       ""You're married, you follow directions well."",
       'Nice to meet you, sir.'], dtype=object), 'nl': array(['Meneer, kunt u alstublieft voor me opstaan? Gewoon, waar u bent.',
       'U bent gehuwd. U volgt de aanwijzingen goed op.',
       'Aangename kennismaking.'], dtype=object), 'ru': array(['Здравствуйте, сэр, не могли бы вы встать, пожалуйста? Оставайтесь на месте.',
       'Вы женаты, вы хорошо следуете инструкциям.',
       'Приятно познакомиться, сэр.'], dtype=object)}","{'de': 'Hallo, Herr, könntest du bitte aufstehen? Genau da, wo du bist. Sie sind verheiratet, Sie folgen Anweisungen gut. Schön Sie zu treffen, Herr.', 'en': ""Hi, sir, could you stand up, please? Just right where you are. You're married, you follow directions well. Nice to meet you, sir."", 'nl': 'Meneer, kunt u alstublieft voor me opstaan? Gewoon, waar u bent. U bent gehuwd. U volgt de aanwijzingen goed op. Aangename kennismaking.', 'ru': 'Здравствуйте, сэр, не могли бы вы встать, пожалуйста? Оставайтесь на месте. Вы женаты, вы хорошо следуете инструкциям. Приятно познакомиться, сэр.'}"
2027,173,"{'en': 'because if we take a look at the first letters of your combinations, we get ""C-H-A-O-S"" for chaos and ""O-R-D-E-R"" for order.'}","{'de': array(['Es gibt noch eine Sache,',
       'da ist ein letztes Stück des Puzzles.',
       'Gwen, ich bin so dankbar für Ihre Entscheidungen'], dtype=object), 'en': array([""there's one more thing,"",
       ""there's one final piece of the puzzle."",
       'Gwen, I am so grateful for your choices'], dtype=object), 'nl': array(['Nog één ding.', 'Het laatste puzzelstukje.',
       'Gwen, ik ben zo dankbaar voor jouw keuzes.'], dtype=object), 'ru': array(['Есть еще одна вещь,',
       'есть еще один, последний кусочек головоломки.',
       'Гвен, я так благодарна за ваш выбор'], dtype=object)}","{'de': 'Es gibt noch eine Sache, da ist ein letztes Stück des Puzzles. Gwen, ich bin so dankbar für Ihre Entscheidungen', 'en': ""there's one more thing, there's one final piece of the puzzle. Gwen, I am so grateful for your choices"", 'nl': 'Nog één ding. Het laatste puzzelstukje. Gwen, ik ben zo dankbaar voor jouw keuzes.', 'ru': 'Есть еще одна вещь, есть еще один, последний кусочек головоломки. Гвен, я так благодарна за ваш выбор'}"
2264,225,"{'en': ""You have to stand tall, breathe in through your nose, and I'm going to photograph you. Okay?""}","{'de': array(['Wir verstehen es wirklich alle, und wir haben diesen globalen digitalen Kamin, nicht wahr?',
       'aber ich möchte euch mit der Welt teilen, weil ihr auch ein Stamm seid.',
       'Ihr seid das TED-Tribe, ja? Aber das Kompliment solltet ihr euch erinnern.'],
      dtype=object), 'en': array([""We truly do all understand it, and we have this global digital fireplace, don't we,"",
       'but I want to share you with the world, because you are also a tribe.',
       'You are the TED tribe, yeah? But you have to remember that compliment.'],
      dtype=object), 'nl': array([""We begrijpen het echt en we hebben zo'n wereldwijd digitaal kampvuur, niet waar?"",
       'Maar ik wil jullie met de wereld delen, want jullie zijn ook een stam.',
       'Jullie zijn toch de TED-stam? Maar je moet aan dat compliment denken.'],
      dtype=object), 'ru': array(['Мы действительно все это понимаем, и у нас есть этот глобальный цифровой камин, не так ли,',
       'но я хочу поделиться вами со всем миром, потому что вы тоже принадлежите к племени.',
       'Вы из племени TED, да? Но вы должны помнить этот комплимент.'],
      dtype=object)}","{'de': 'Wir verstehen es wirklich alle, und wir haben diesen globalen digitalen Kamin, nicht wahr? aber ich möchte euch mit der Welt teilen, weil ihr auch ein Stamm seid. Ihr seid das TED-Tribe, ja? Aber das Kompliment solltet ihr euch erinnern.', 'en': ""We truly do all understand it, and we have this global digital fireplace, don't we, but I want to share you with the world, because you are also a tribe. You are the TED tribe, yeah? But you have to remember that compliment."", 'nl': ""We begrijpen het echt en we hebben zo'n wereldwijd digitaal kampvuur, niet waar? Maar ik wil jullie met de wereld delen, want jullie zijn ook een stam. Jullie zijn toch de TED-stam? Maar je moet aan dat compliment denken."", 'ru': 'Мы действительно все это понимаем, и у нас есть этот глобальный цифровой камин, не так ли, но я хочу поделиться вами со всем миром, потому что вы тоже принадлежите к племени. Вы из племени TED, да? Но вы должны помнить этот комплимент.'}"
2394,18,"{'en': ""I don't know about you. But anyway --""}","{'de': array(['LT: JF: Nein, das ist wahr.',
       'Ich existiere, weil ich meine Freundinnen habe.',
       'Du bist einer von ihnen.'], dtype=object), 'en': array([""LT: JF: No, it's true."",
       'I exist because I have my women friends. They --',
       ""You're one of them.""], dtype=object), 'nl': array(['LT: JF: Nee, dat is waar.', 'Ik besta omdat ik vriendinnen heb.',
       'Jij bent er één van.'], dtype=object), 'ru': array(['ЛТ: ДФ: Нет, это правда.',
       'Я существую, потому что у меня есть подруги. Они --',
       'ты одна из них.'], dtype=object)}","{'de': 'LT: JF: Nein, das ist wahr. Ich existiere, weil ich meine Freundinnen habe. Du bist einer von ihnen.', 'en': ""LT: JF: No, it's true. I exist because I have my women friends. They -- You're one of them."", 'nl': 'LT: JF: Nee, dat is waar. Ik besta omdat ik vriendinnen heb. Jij bent er één van.', 'ru': 'ЛТ: ДФ: Нет, это правда. Я существую, потому что у меня есть подруги. Они -- ты одна из них.'}"
